first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,age,age_class
Deirdre,Burgoine,Female,14,1955-01-08,Programmer III,Health,High Net Worth,False,No,7,0 Stoughton Park,3000,VIC,Australia,1,326,1.01,68,70.0
Haleigh,,Female,17,1952-05-19,Senior Sales Associate,Financial Services,Mass Customer,False,Yes,18,49 Jana Point,4503,QLD,Australia,4,326,1.01,70,70.0
Aldridge,Poskitt,Male,84,1982-02-10,VP Sales,Financial Services,Mass Customer,False,No,12,7 Fordem Point,4161,QLD,Australia,5,326,1.01,41,40.0
Zechariah,McReidy,Male,32,1978-07-22,Technical Writer,Manufacturing,High Net Worth,False,No,21,797 Westend Street,4207,QLD,Australia,6,329,1.0,44,40.0
Carry,Costi,Female,32,1972-11-26,Senior Developer,Property,Mass Customer,False,No,11,5316 Farwell Hill,2800,NSW,Australia,4,329,1.0,50,50.0
Alon,,Male,17,1999-06-23,Accountant IV,Financial Services,Affluent Customer,False,No,9,770 Crest Line Parkway,4218,QLD,Australia,3,329,1.0,23,20.0
Ahmed,Pickthorne,Male,46,1959-12-25,Marketing Manager,Financial Services,High Net Worth,False,Yes,15,50 American Street,2147,NSW,Australia,9,329,1.0,63,60.0
Nil,Shirer,Male,64,1997-09-27,Librarian,Entertainment,Mass Customer,False,Yes,7,4793 Mcbride Pass,3013,VIC,Australia,8,329,1.0,25,20.0
Erhard,O'Moylane,Male,33,1978-05-27,Media Manager I,Retail,Affluent Customer,False,Yes,9,01124 Dottie Lane,3630,VIC,Australia,2,334,1.0,44,40.0
Vitia,Axtens,Female,62,1945-08-08,Financial Advisor,Financial Services,Mass Customer,False,Yes,15,42681 Carey Alley,2011,NSW,Australia,10,334,1.0,77,80.0
Haskell,Moxted,Male,81,1943-08-27,Civil Engineer,Manufacturing,Mass Customer,False,No,7,2941 Talisman Alley,2145,NSW,Australia,9,334,1.0,79,80.0
Ebony,Conrad,Female,8,1999-10-24,Environmental Tech,Financial Services,Mass Customer,False,Yes,16,990 Hoffman Avenue,3029,VIC,Australia,7,334,1.0,23,20.0
Lincoln,Boler,Male,53,1976-01-24,Chief Design Engineer,Financial Services,Affluent Customer,False,No,14,5 Summer Ridge Court,3207,VIC,Australia,8,338,1.0,47,50.0
Vladimir,Westmerland,Male,18,1956-06-19,Associate Professor,Manufacturing,Mass Customer,False,Yes,18,102 Charing Cross Terrace,2640,NSW,Australia,4,338,1.0,66,70.0
Kylynn,Drowsfield,Female,80,1975-03-28,Editor,Financial Services,High Net Worth,False,Yes,7,5 Trailsway Avenue,3059,VIC,Australia,9,338,1.0,47,50.0
Nicole,Ruckhard,Female,93,1969-10-09,Human Resources Manager,Health,Affluent Customer,False,Yes,17,23694 Leroy Place,4560,QLD,Australia,3,341,0.99,53,50.0
Celestina,Lethardy,Female,38,1968-12-11,Software Consultant,IT,Mass Customer,False,Yes,11,53 Memorial Street,3163,VIC,Australia,10,341,0.99,54,50.0
Tannie,Petrakov,Male,84,1951-11-27,Data Coordiator,IT,Affluent Customer,False,No,10,691 Valley Edge Alley,4078,QLD,Australia,6,341,0.99,71,70.0
Bessy,Saladin,Female,22,1939-12-22,VP Marketing,Manufacturing,Mass Customer,False,Yes,16,60073 Pankratz Pass,4075,QLD,Australia,10,341,0.99,83,80.0
Diego,Van den Broek,Male,17,1964-09-28,Business Systems Development Analyst,Manufacturing,Affluent Customer,False,Yes,13,8 Schlimgen Drive,4055,QLD,Australia,7,345,0.99,58,60.0
Lucilia,Minshall,Female,71,1952-04-15,Associate Professor,IT,Mass Customer,False,Yes,7,0237 Mallard Place,2750,NSW,Australia,8,345,0.99,70,70.0
Cissiee,Pollington,Female,43,1941-07-21,Associate Professor,Property,Mass Customer,False,Yes,7,69710 Northfield Center,2256,NSW,Australia,9,345,0.99,81,80.0
Eddy,Sturch,Male,22,1961-02-11,Software Consultant,Financial Services,High Net Worth,False,Yes,17,1 Kinsman Crossing,4158,QLD,Australia,6,345,0.99,62,60.0
Caron,Kezar,Female,11,1953-08-08,Social Worker,Health,Mass Customer,False,No,5,40553 Rigney Avenue,2835,NSW,Australia,1,349,0.99,69,70.0
Sandor,Stirland,Male,67,1981-05-26,Web Developer IV,Manufacturing,High Net Worth,False,No,12,48578 Farmco Park,3235,VIC,Australia,10,349,0.99,41,40.0
Gallagher,Bromell,Male,18,1956-12-02,Assistant Manager,Financial Services,Mass Customer,False,No,17,91634 Badeau Crossing,4556,QLD,Australia,8,349,0.99,66,70.0
Murial,Bulloch,Female,59,1964-10-01,Associate Professor,Financial Services,Mass Customer,False,No,13,391 Old Shore Lane,2011,NSW,Australia,6,349,0.99,58,60.0
Delinda,Ech,Female,74,1944-10-21,Environmental Specialist,Argiculture,Mass Customer,False,Yes,17,28 Golf View Terrace,3101,VIC,Australia,10,349,0.99,78,80.0
Hussein,Tapenden,Male,19,1953-10-19,Pharmacist,Health,Affluent Customer,False,Yes,12,0197 Sachs Avenue,2747,NSW,Australia,8,349,0.99,69,70.0
Giulietta,Garbott,Female,59,2002-02-27,Technical Writer,Financial Services,Affluent Customer,False,Yes,14,48297 Stuart Circle,3810,VIC,Australia,5,355,0.98,21,20.0
Kaylyn,Jakaway,Female,45,1980-07-30,Registered Nurse,Health,Affluent Customer,False,No,10,67 Heath Circle,2290,NSW,Australia,8,356,0.98,42,40.0
Brynn,Goodyear,Female,30,1944-11-10,Human Resources Manager,Health,Mass Customer,False,Yes,11,3 Sheridan Lane,3075,VIC,Australia,7,356,0.98,78,80.0
Otis,,Male,59,1971-01-11,Electrical Engineer,Manufacturing,Affluent Customer,False,No,12,04 Oakridge Plaza,2075,NSW,Australia,11,358,0.98,52,50.0
Tamas,Swatman,Unidentified,65,1941-07-21,Assistant Media Planner,Entertainment,Affluent Customer,False,No,5,78 Clarendon Drive,4551,QLD,Australia,8,358,0.98,81,80.0
Pace,Clemonts,Male,99,1990-07-28,Media Manager IV,Retail,High Net Worth,False,No,10,335 Cambridge Hill,3122,VIC,Australia,7,358,0.98,32,30.0
Tracy,Andrejevic,Unidentified,71,1941-07-21,Programmer II,IT,Mass Customer,False,Yes,11,5675 Burning Wood Trail,3030,VIC,Australia,7,361,0.98,81,80.0
Muffin,Grigolon,Male,7,1979-10-31,Senior Editor,Telecommunications,Mass Customer,False,No,12,4597 Marcy Point,2232,NSW,Australia,10,361,0.98,43,40.0
Allsun,Biner,Female,67,1997-12-26,Nurse Practicioner,Financial Services,Mass Customer,False,Yes,10,9 Walton Way,2641,NSW,Australia,2,361,0.98,25,20.0
Kenneth,Elleyne,Male,13,1957-09-03,Technical Writer,Financial Services,Mass Customer,False,No,13,27429 Dottie Plaza,3145,VIC,Australia,11,361,0.98,65,60.0
Clotilda,Southers,Female,62,1999-11-08,Computer Systems Analyst II,Financial Services,Mass Customer,False,Yes,15,42 Donald Hill,2323,NSW,Australia,4,361,0.98,23,20.0
Augustus,Bourley,Male,60,1981-08-17,Associate Professor,Health,Affluent Customer,False,No,18,3 Hoepker Parkway,4152,QLD,Australia,10,366,0.97,41,40.0
Daisi,Tinwell,Female,84,1971-12-24,Business Systems Development Analyst,Financial Services,Mass Customer,False,No,11,19561 Express Street,2777,NSW,Australia,8,366,0.97,51,50.0
Gerik,Woodroof,Male,18,1959-06-13,Paralegal,Financial Services,High Net Worth,False,Yes,9,41 Kropf Road,3175,VIC,Australia,7,366,0.97,63,60.0
Claresta,MacConnulty,Female,6,1957-10-01,Recruiting Manager,Financial Services,Mass Customer,False,Yes,20,0516 Fremont Point,2026,NSW,Australia,9,366,0.97,65,60.0
Arty,Fontelles,Male,50,1994-10-21,Help Desk Technician,IT,High Net Worth,False,No,4,7872 South Junction,3197,VIC,Australia,4,370,0.97,28,30.0
Giulia,Hazart,Female,57,1978-08-02,Help Desk Technician,Financial Services,Mass Customer,False,No,11,81 Donald Parkway,4218,QLD,Australia,11,371,0.97,44,40.0
Whit,Emloch,Male,30,1963-08-20,Food Chemist,Health,Mass Customer,False,Yes,6,105 Carpenter Court,2220,NSW,Australia,9,372,0.97,59,60.0
Rowan,Summerly,Male,4,1974-07-05,Librarian,Entertainment,Mass Customer,False,No,9,58231 Tomscot Plaza,2209,NSW,Australia,10,372,0.97,48,50.0
Ian,Rabat,Male,54,1975-08-04,Web Designer I,Financial Services,Affluent Customer,False,No,11,3 Loeprich Point,3204,VIC,Australia,11,372,0.97,47,50.0
Agneta,McAmish,Unidentified,66,1941-07-21,Structural Analysis Engineer,IT,Mass Customer,False,No,15,5773 Acker Way,4207,QLD,Australia,6,375,0.96,81,80.0
Reginald,Jermy,Male,7,1960-09-12,Director of Sales,Financial Services,High Net Worth,False,Yes,20,540 Katie Street,4128,QLD,Australia,8,375,0.96,62,60.0
Link,Gorini,Male,60,1974-11-09,Associate Professor,IT,High Net Worth,False,No,10,9495 Jenna Way,4600,QLD,Australia,2,375,0.96,48,50.0
Harriet,Brattan,Female,81,1986-12-03,Human Resources Assistant I,Financial Services,High Net Worth,False,No,2,66 Ruskin Parkway,3579,VIC,Australia,1,378,0.96,36,40.0
Sada,Branton,Female,34,1974-06-24,Nuclear Power Engineer,Manufacturing,Affluent Customer,False,No,14,9736 Mitchell Pass,3199,VIC,Australia,6,378,0.96,48,50.0
Jenelle,Mc-Kerley,Female,40,1942-01-23,Data Coordiator,Financial Services,Mass Customer,False,Yes,16,9 Springview Terrace,4068,QLD,Australia,5,378,0.96,81,80.0
Gabrila,Toopin,Female,7,1963-01-14,Junior Executive,Manufacturing,Mass Customer,False,No,12,1914 Oakridge Place,2456,NSW,Australia,6,378,0.96,60,60.0
Almira,Mangion,Female,4,1996-01-24,VP Product Management,Financial Services,Affluent Customer,False,Yes,2,179 Anzinger Center,2230,NSW,Australia,12,382,0.95,27,30.0
Arty,Strudwick,Male,85,1964-01-31,Data Coordiator,Health,Mass Customer,False,Yes,8,62 Melrose Court,2211,NSW,Australia,10,382,0.95,59,60.0
Alexa,Dillet,Female,65,1944-10-05,Product Engineer,Entertainment,Affluent Customer,False,No,17,84650 Novick Point,2261,NSW,Australia,7,382,0.95,78,80.0
Palmer,Heaven,Male,82,1995-05-18,Staff Scientist,Financial Services,Affluent Customer,False,Yes,9,5 Hoard Parkway,3754,VIC,Australia,6,382,0.95,27,30.0
Porter,Buckenhill,Male,46,1954-06-14,Help Desk Operator,Manufacturing,High Net Worth,False,Yes,9,376 Talmadge Street,4124,QLD,Australia,7,386,0.95,68,70.0
Kizzee,Kemston,Female,11,1961-09-29,Associate Professor,Health,Mass Customer,False,No,13,5979 Green Ridge Way,2767,NSW,Australia,8,386,0.95,61,60.0
Isadora,Ducker,Female,15,1973-08-25,Account Executive,Financial Services,Affluent Customer,False,Yes,8,2972 Holy Cross Crossing,3153,VIC,Australia,5,386,0.95,49,50.0
Giffie,Offill,Male,51,1993-03-02,Structural Engineer,Telecommunications,Affluent Customer,False,No,5,89 Riverside Court,4740,QLD,Australia,3,386,0.95,30,30.0
Fara,Sarath,Female,75,1948-06-30,Quality Control Specialist,Financial Services,Mass Customer,False,No,22,540 Forest Run Plaza,2168,NSW,Australia,7,386,0.95,74,70.0
Carolann,Raatz,Female,25,1979-02-26,Chief Design Engineer,Financial Services,High Net Worth,False,No,21,817 Bunker Hill Place,3977,VIC,Australia,6,386,0.95,44,40.0
Tamar,Windmill,Female,92,1939-08-28,Senior Editor,Manufacturing,Affluent Customer,False,No,10,4669 Troy Place,2207,NSW,Australia,10,386,0.95,83,80.0
Kipp,Stockport,Male,36,1982-12-10,Data Coordiator,Retail,Mass Customer,False,Yes,6,02 Roth Drive,2022,NSW,Australia,11,386,0.95,40,40.0
Packston,Wackett,Male,10,1950-04-26,Quality Engineer,Financial Services,Mass Customer,False,No,19,7 Northridge Court,3192,VIC,Australia,9,386,0.95,72,70.0
Hanson,Eastes,Male,74,1990-05-20,Associate Professor,Manufacturing,Mass Customer,False,Yes,5,5735 Starling Plaza,3056,VIC,Australia,9,395,0.94,32,30.0
Demetria,Bausor,Female,73,1961-12-22,Assistant Media Planner,Entertainment,Mass Customer,False,Yes,9,97 Transport Plaza,2097,NSW,Australia,12,396,0.94,61,60.0
Lura,Fawdrie,Female,66,2002-01-17,VP Sales,Health,Mass Customer,False,Yes,4,67183 Anniversary Parkway,4211,QLD,Australia,3,396,0.94,21,20.0
Nora,Anselm,Female,84,1961-01-05,Associate Professor,Entertainment,High Net Worth,False,Yes,15,2 Emmet Parkway,4342,QLD,Australia,5,396,0.94,62,60.0
Estevan,Eastment,Male,54,1942-08-09,Environmental Specialist,Health,Mass Customer,False,Yes,21,61926 Tomscot Hill,2019,NSW,Australia,8,396,0.94,80,80.0
Aloysius,Glowacz,Male,72,1979-03-24,Financial Advisor,Financial Services,Affluent Customer,False,No,18,07 Susan Lane,2232,NSW,Australia,10,396,0.94,43,40.0
Bastien,Ibbeson,Male,53,1976-11-04,Software Consultant,IT,Mass Customer,False,No,12,43094 Kedzie Pass,2487,NSW,Australia,5,401,0.94,46,50.0
Otha,Langworthy,Female,91,1967-01-20,Senior Financial Analyst,Financial Services,Mass Customer,False,Yes,13,678 Lyons Trail,3130,VIC,Australia,10,401,0.94,56,60.0
Gannie,Bargh,Male,56,1955-02-13,Analyst Programmer,Financial Services,Mass Customer,False,Yes,13,1832 Burning Wood Place,3201,VIC,Australia,7,401,0.94,68,70.0
Dwayne,Doel,Male,80,1978-01-21,Cost Accountant,Financial Services,Affluent Customer,False,Yes,17,5642 Debs Terrace,2223,NSW,Australia,11,401,0.94,45,40.0
Leese,Huckleby,Female,67,1977-09-10,Help Desk Operator,Manufacturing,High Net Worth,False,Yes,16,73 Riverside Trail,3777,VIC,Australia,7,405,0.93,45,40.0
Dodi,Kiggel,Female,5,1980-08-15,Associate Professor,Financial Services,Mass Customer,False,Yes,13,05 Everett Trail,2114,NSW,Australia,11,405,0.93,42,40.0
Kippar,Brimilcome,Male,21,1938-11-29,Graphic Designer,Health,Mass Customer,False,No,19,082 Welch Lane,2089,NSW,Australia,11,405,0.93,84,80.0
Corinna,Beretta,Female,24,1996-02-29,Programmer III,Health,High Net Worth,False,No,12,72 Mccormick Circle,3023,VIC,Australia,7,408,0.93,27,30.0
Laurie,Odlin,Female,75,1983-03-08,Social Worker,Health,High Net Worth,False,No,10,15669 Arizona Trail,3194,VIC,Australia,10,409,0.93,40,40.0
Mair,Erett,Female,15,1957-12-05,Speech Pathologist,Financial Services,Affluent Customer,False,No,18,79 Armistice Parkway,2117,NSW,Australia,7,409,0.93,65,60.0
Marcelia,Copins,Female,81,1946-03-15,Associate Professor,Financial Services,Mass Customer,False,Yes,21,330 Melby Terrace,2259,NSW,Australia,8,409,0.93,77,80.0
Tanner,Terlinden,Male,84,1995-12-09,Nuclear Power Engineer,Manufacturing,Mass Customer,False,No,14,2637 Monument Trail,3106,VIC,Australia,11,409,0.93,27,30.0
Hilliard,Dullard,Male,65,1954-07-18,Civil Engineer,Manufacturing,Mass Customer,False,No,17,37919 Old Gate Park,2163,NSW,Australia,8,409,0.93,68,70.0
Justinn,Haruard,Female,48,1958-08-28,Health Coach IV,Health,High Net Worth,False,No,11,00 Judy Terrace,2035,NSW,Australia,12,414,0.92,64,60.0
Wyn,Meach,Male,37,1938-09-10,Associate Professor,Manufacturing,Mass Customer,False,No,9,79 Armistice Junction,2765,NSW,Australia,9,415,0.92,84,80.0
Art,Shardlow,Male,57,1963-10-15,Data Coordiator,Argiculture,Mass Customer,False,Yes,15,7 Clemons Circle,4350,QLD,Australia,2,415,0.92,59,60.0
Dennis,Varnham,Male,57,1953-05-17,Assistant Media Planner,Entertainment,Affluent Customer,False,No,17,6455 Mayfield Street,3350,VIC,Australia,3,415,0.92,69,70.0
Freddi,Litherborough,Female,46,1989-01-14,Product Engineer,Financial Services,Mass Customer,False,No,7,7873 Meadow Vale Plaza,2460,NSW,Australia,3,418,0.92,34,30.0
Salomon,Perkins,Male,76,1998-01-12,Engineer IV,Financial Services,Affluent Customer,False,Yes,1,45 Banding Hill,2009,NSW,Australia,10,419,0.92,25,20.0
Sherill,,Female,33,1991-12-18,Information Systems Manager,Financial Services,Mass Customer,False,No,3,53 Moulton Avenue,2880,NSW,Australia,1,420,0.91,31,30.0
Queenie,Learie,Female,90,1948-01-24,Associate Professor,Property,Mass Customer,False,No,12,7 Sauthoff Park,2073,NSW,Australia,11,420,0.91,75,80.0
Etan,Prinett,Male,97,1970-01-21,Operator,Argiculture,Mass Customer,False,Yes,10,9082 Waywood Avenue,2250,NSW,Australia,8,420,0.91,53,50.0
Donaugh,Benedict,Male,3,1991-12-01,Systems Administrator III,Property,Mass Customer,False,No,12,30049 Brown Road,2233,NSW,Australia,9,420,0.91,31,30.0
Harwell,Kleinstein,Male,87,1993-10-18,Sales Representative,Retail,Affluent Customer,False,No,15,7 Huxley Trail,3818,VIC,Australia,5,420,0.91,29,30.0
Cheston,Hritzko,Male,70,1945-11-08,Software Engineer III,Manufacturing,Mass Customer,False,Yes,19,3 Service Center,2127,NSW,Australia,9,420,0.91,77,80.0
Suzy,Trounson,Female,13,1947-07-19,Senior Financial Analyst,Financial Services,Mass Customer,False,Yes,20,0627 Golf Center,4152,QLD,Australia,9,420,0.91,75,80.0
Jobie,Runacres,Female,96,1975-01-08,Developer IV,Financial Services,Mass Customer,False,Yes,18,24960 Shopko Crossing,2528,NSW,Australia,7,427,0.91,48,50.0
Guenna,Filisov,Female,52,1969-02-09,Chemical Engineer,Manufacturing,High Net Worth,False,No,13,43 Stoughton Drive,2154,NSW,Australia,9,427,0.91,54,50.0
Opal,Cleare,Female,6,1977-09-26,Database Administrator II,Property,Affluent Customer,False,Yes,20,247 Blue Bill Park Parkway,2066,NSW,Australia,9,429,0.91,45,40.0
Ottilie,Wanless,Female,51,1940-11-10,Environmental Specialist,Financial Services,Affluent Customer,False,No,8,2 David Pass,2720,NSW,Australia,4,430,0.91,82,80.0
Kipper,Circuit,Male,23,1974-12-12,Research Assistant IV,Argiculture,Mass Customer,False,Yes,4,3867 Barby Hill,2140,NSW,Australia,8,430,0.91,48,50.0
Marilin,Frome,Female,58,1975-12-22,Account Executive,IT,Mass Customer,False,Yes,17,52 Bobwhite Court,2219,NSW,Australia,9,430,0.91,47,50.0
Arel,Abramovitz,Male,72,1957-11-12,Nurse Practicioner,Health,Mass Customer,False,No,16,32249 Sycamore Way,4650,QLD,Australia,4,433,0.91,65,60.0
Kit,Easdon,Male,61,1978-10-26,Director of Sales,Property,Affluent Customer,False,No,12,3 Roth Junction,3156,VIC,Australia,8,433,0.91,44,40.0
Gregg,Aimeric,Unidentified,52,1941-07-21,Internal Auditor,IT,Mass Customer,False,No,7,72423 Surrey Street,3753,VIC,Australia,5,433,0.91,81,80.0
Skipp,Swales,Male,15,1973-11-14,Community Outreach Specialist,Entertainment,High Net Worth,False,Yes,22,76 Green Ridge Drive,3029,VIC,Australia,7,436,0.9,49,50.0
Frederich,Glantz,Male,37,1997-08-27,Nuclear Power Engineer,Manufacturing,High Net Worth,False,Yes,10,9 Glacier Hill Circle,2762,NSW,Australia,8,436,0.9,25,20.0
Rodolph,Denniss,Male,28,1974-08-07,Geologist III,Property,Affluent Customer,False,Yes,7,91281 Transport Center,3356,VIC,Australia,2,436,0.9,48,50.0
Craggie,Dering,Male,47,1952-10-05,Actuary,Financial Services,Mass Customer,False,No,7,11 Paget Road,2125,NSW,Australia,10,436,0.9,70,70.0
Johna,Bunker,Unidentified,93,1941-07-21,Tax Accountant,IT,Mass Customer,False,Yes,14,3686 Waubesa Way,3065,VIC,Australia,6,436,0.9,81,80.0
Giralda,MacPeake,Female,59,1941-04-04,Librarian,Entertainment,High Net Worth,False,Yes,14,6 Killdeer Way,2705,NSW,Australia,1,441,0.9,81,80.0
Rodney,Trethewey,Male,16,1997-03-17,Software Consultant,Financial Services,Affluent Customer,False,No,15,737 Service Lane,3030,VIC,Australia,8,441,0.9,25,20.0
Theresina,,Female,30,1987-03-01,General Manager,Argiculture,Mass Customer,False,Yes,14,253 Katie Junction,2650,NSW,Australia,2,441,0.9,36,40.0
Gleda,Howerd,Female,59,1964-01-22,Senior Developer,IT,Mass Customer,False,No,6,481 Moulton Place,2440,NSW,Australia,2,444,0.9,59,60.0
Melany,Ladewig,Female,76,1972-05-17,Research Associate,Financial Services,Mass Customer,False,Yes,10,3864 Sheridan Alley,4130,QLD,Australia,7,444,0.9,50,50.0
Claudell,Rounsefell,Male,67,1993-11-27,VP Sales,Financial Services,Affluent Customer,False,No,8,61416 Karstens Place,4217,QLD,Australia,5,444,0.9,29,30.0
Garwin,Nurden,Male,54,1958-04-19,Programmer I,Property,High Net Worth,False,Yes,5,0 Union Parkway,3142,VIC,Australia,11,444,0.9,64,60.0
Bunny,Leebetter,Female,83,1966-04-30,Quality Engineer,Manufacturing,High Net Worth,False,Yes,8,4 Lukken Lane,4301,QLD,Australia,4,444,0.9,56,60.0
Matias,Melloi,Male,61,1977-02-03,Legal Assistant,Retail,Affluent Customer,False,No,11,1507 Schlimgen Trail,2155,NSW,Australia,10,444,0.9,46,50.0
Sada,Dowyer,Female,47,1998-11-22,Human Resources Manager,Financial Services,High Net Worth,False,Yes,3,4 Meadow Ridge Place,2090,NSW,Australia,10,450,0.9,24,20.0
Anet,Roseman,Female,84,1996-11-24,Programmer Analyst III,Financial Services,Mass Customer,False,No,9,31 Melody Circle,3814,VIC,Australia,4,450,0.9,26,30.0
Katie,Warhurst,Female,0,1991-12-02,Help Desk Operator,Retail,High Net Worth,False,Yes,14,96 Rutledge Drive,3064,VIC,Australia,5,450,0.9,31,30.0
Celia,Bryden,Female,12,1943-04-06,Chemical Engineer,Manufacturing,High Net Worth,False,No,21,2905 Towne Place,2114,NSW,Australia,9,450,0.9,79,80.0
Stearne,Trolley,Male,42,1982-02-01,Automation Specialist IV,Financial Services,High Net Worth,False,No,14,638 Caliangt Avenue,2137,NSW,Australia,11,450,0.9,41,40.0
Tristam,Larose,Male,70,1985-01-29,VP Accounting,Financial Services,Mass Customer,False,No,17,9645 Moose Terrace,2137,NSW,Australia,11,455,0.89,38,40.0
Laurena,,Female,21,1961-07-31,VP Sales,Financial Services,High Net Worth,False,No,10,7 Messerschmidt Crossing,3810,VIC,Australia,6,455,0.89,61,60.0
Heloise,Fairpool,Female,17,1976-09-07,Information Systems Manager,Manufacturing,High Net Worth,False,No,17,005 Loeprich Way,4680,QLD,Australia,3,455,0.89,46,50.0
Dory,Malpass,Female,19,1972-08-27,Associate Professor,Financial Services,Affluent Customer,False,Yes,13,3653 Steensland Road,4103,QLD,Australia,8,455,0.89,50,50.0
Marcellina,Baynton,Female,60,1947-03-11,Software Engineer III,Financial Services,Mass Customer,False,No,16,56 Comanche Terrace,3141,VIC,Australia,10,455,0.89,76,80.0
Gregorius,Leal,Male,7,1951-04-29,Associate Professor,Retail,Affluent Customer,False,Yes,21,66 Merry Court,2033,NSW,Australia,12,455,0.89,71,70.0
Deana,Canton,Female,67,1974-11-25,Associate Professor,Property,Mass Customer,False,Yes,14,92 Ludington Street,4301,QLD,Australia,3,455,0.89,48,50.0
Kori,Sparsholt,Female,59,1940-05-19,Office Assistant II,Financial Services,Mass Customer,False,Yes,19,37 Rigney Park,2171,NSW,Australia,9,455,0.89,82,80.0
Lucky,Klainman,Female,24,1947-11-26,Chief Design Engineer,Retail,Mass Customer,False,No,8,0796 Barnett Plaza,3758,VIC,Australia,4,455,0.89,75,80.0
Erasmus,Olenchenko,Male,56,1965-02-03,Software Test Engineer IV,Property,Mass Customer,False,Yes,5,415 Rockefeller Trail,2484,NSW,Australia,7,464,0.89,58,60.0
Carita,Sand,Female,25,1977-03-20,Quality Engineer,Retail,Mass Customer,False,No,16,846 Loftsgordon Crossing,2154,NSW,Australia,11,464,0.89,45,40.0
Lynnett,Tipper,Female,22,1993-08-03,Social Worker,Health,High Net Worth,False,Yes,2,9 Ridgeview Avenue,3109,VIC,Australia,10,466,0.89,29,30.0
Thorn,Stigers,Male,42,1972-05-19,Business Systems Development Analyst,Financial Services,Mass Customer,False,No,19,6218 Delladonna Parkway,4115,QLD,Australia,8,466,0.89,50,50.0
Lela,Billing,Female,38,1970-12-17,Programmer Analyst III,Financial Services,Mass Customer,False,Yes,18,095 Glacier Hill Circle,2571,NSW,Australia,7,468,0.89,52,50.0
Norah,Mapis,Female,75,2000-12-09,Assistant Manager,Argiculture,Mass Customer,False,No,10,057 Victoria Crossing,2263,NSW,Australia,9,468,0.89,22,20.0
Moina,Rosenbaum,Female,50,2001-08-04,Graphic Designer,IT,Mass Customer,False,No,14,0 Memorial Road,3109,VIC,Australia,10,468,0.89,21,20.0
Ceciley,Harg,Female,50,1990-10-19,Nurse Practicioner,Retail,Mass Customer,False,Yes,4,409 Starling Lane,4172,QLD,Australia,7,471,0.89,32,30.0
Torry,de la Valette Parisot,Male,95,1967-03-14,VP Marketing,Telecommunications,Mass Customer,False,Yes,18,36963 Pierstorff Terrace,3168,VIC,Australia,9,471,0.89,55,60.0
Sigismund,Sedger,Male,9,1999-11-29,Accountant II,Manufacturing,Affluent Customer,False,No,7,8069 Sunbrook Way,2155,NSW,Australia,10,473,0.88,23,20.0
Irvine,Headon,Male,99,1956-04-21,Geologist III,IT,Affluent Customer,False,Yes,20,9 Hovde Way,2322,NSW,Australia,5,473,0.88,66,70.0
Laurie,,Male,31,1979-07-28,Assistant Media Planner,Entertainment,Mass Customer,False,Yes,15,94 Barby Lane,2210,NSW,Australia,10,475,0.88,43,40.0
Tomkin,Bernlin,Male,7,2001-12-29,Food Chemist,Health,Affluent Customer,False,Yes,9,0492 Kings Street,2480,NSW,Australia,3,475,0.88,21,20.0
Genni,Fanstone,Female,25,1972-07-29,Administrative Assistant II,Entertainment,Mass Customer,False,No,16,1 Fair Oaks Alley,3149,VIC,Australia,10,475,0.88,50,50.0
Blondie,,Female,43,1995-10-03,Actuary,Financial Services,High Net Worth,False,No,11,780 Norway Maple Hill,2565,NSW,Australia,8,478,0.88,27,30.0
Aloysius,Killingsworth,Male,89,1957-02-14,VP Quality Control,Financial Services,Mass Customer,False,No,12,625 Mandrake Junction,2145,NSW,Australia,9,478,0.88,66,70.0
Carola,Philler,Female,73,1951-04-30,Dental Hygienist,Health,High Net Worth,False,No,15,1037 Roth Park,2145,NSW,Australia,7,478,0.88,71,70.0
Fitzgerald,Hellikes,Male,25,1979-07-28,Media Manager IV,Health,Mass Customer,False,Yes,10,315 Center Park,3040,VIC,Australia,7,478,0.88,43,40.0
Ingmar,Okenden,Male,97,1959-03-01,Compensation Analyst,Financial Services,Mass Customer,False,Yes,8,1 Graceland Plaza,3216,VIC,Australia,2,478,0.88,64,60.0
Tina,Dunstan,Female,13,1939-03-06,Account Representative IV,Retail,Affluent Customer,False,No,13,98555 Victoria Hill,2171,NSW,Australia,7,483,0.88,84,80.0
Huberto,Mollatt,Male,82,1961-08-27,Programmer IV,Financial Services,Mass Customer,False,Yes,14,31121 Pierstorff Center,2770,NSW,Australia,7,483,0.88,61,60.0
Georgi,,Male,29,1970-01-14,Assistant Manager,Manufacturing,High Net Worth,False,No,11,59 Garrison Terrace,3215,VIC,Australia,4,485,0.88,53,50.0
Adolpho,Bellerby,Male,46,1944-10-25,VP Sales,Financial Services,High Net Worth,False,Yes,13,2763 Buhler Circle,4305,QLD,Australia,4,486,0.88,78,80.0
Kelsey,Hatt,Female,69,1966-06-27,Senior Sales Associate,Financial Services,High Net Worth,False,No,8,309 Maple Wood Pass,3930,VIC,Australia,6,486,0.88,56,60.0
Lucien,,Male,83,1966-09-14,Associate Professor,Financial Services,High Net Worth,False,Yes,19,777 Fairfield Court,4305,QLD,Australia,3,486,0.88,56,60.0
